id_match,home_team,away_team,home_result,away_result,edition,round,city,edition_year
719.0,FRG (BRD / Westdeutschland),Austria (Österreich),1.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Nürnberg,1969
720.0,Nigeria,Ghana,2.0,1.0,1970-MEXICO,PRELIMINARY-Africa,Ibadan,1969
721.0,USA,Haiti (Haïti),0.0,1.0,1970-MEXICO,PRELIMINARY-N/C.America,San_Diego,1969
722.0,Sudan (السودان),Ethiopia (ኢትዮጵያ),3.0,1.0,1970-MEXICO,PRELIMINARY-Africa,Khartoum,1969
723.0,Switzerland (Schweiz / Suisse),Romania (România),0.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Lausanne,1969
724.0,Scotland,Cyprus (Κύπρος),8.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Glasgow,1969
725.0,Morocco (المغرب),Tunisia (تونس),0.0,0.0,1970-MEXICO,PRELIMINARY-Africa,Casablanca,1969
726.0,Ghana,Nigeria,1.0,1.0,1970-MEXICO,PRELIMINARY-Africa,Accra,1969
727.0,FRG (BRD / Westdeutschland),Cyprus (Κύπρος),12.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Essen,1969
728.0,Hungary (Magyarország),Czechoslovakia (Československo),2.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Budapest,1969
729.0,Denmark (Danmark),Ireland (Éire),2.0,0.0,1970-MEXICO,PRELIMINARY-Europe,København,1969
730.0,Finland (Suomi),Yugoslavia (Југославија),1.0,5.0,1970-MEXICO,PRELIMINARY-Europe,Helsinki,1969
731.0,Ireland (Éire),Hungary (Magyarország),1.0,2.0,1970-MEXICO,PRELIMINARY-Europe,Dublin,1969
732.0,Honduras,El Salvador,1.0,0.0,1970-MEXICO,PRELIMINARY-N/C.America,Tegucigalpa,1969
733.0,Morocco (المغرب),Tunisia (تونس),2.0,2.0,1970-MEXICO,PRELIMINARY-Africa,Marseille,1969
734.0,Denmark (Danmark),Hungary (Magyarország),3.0,2.0,1970-MEXICO,PRELIMINARY-Europe,København,1969
735.0,Bulgaria (България),Poland (Polska),4.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Sofija,1969
736.0,El Salvador,Honduras,3.0,0.0,1970-MEXICO,PRELIMINARY-N/C.America,San_Salvador,1969
737.0,Norway (Norge),Sweden (Sverige),2.0,5.0,1970-MEXICO,PRELIMINARY-Europe,Oslo,1969
738.0,Finland (Suomi),Spain (España),2.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Helsinki,1969
739.0,El Salvador,Honduras,3.0,2.0,1970-MEXICO,PRELIMINARY-N/C.America,México D.F,1969
740.0,Ecuador,Uruguay,0.0,2.0,1970-MEXICO,PRELIMINARY-S.America,Guayaquil,1969
741.0,Chile,Uruguay,0.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Santiago,1969
742.0,Uruguay,Ecuador,1.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Montevideo,1969
743.0,Bolivia,Argentina,3.0,1.0,1970-MEXICO,PRELIMINARY-S.America,La_Paz,1969
744.0,Colombia,Venezuela,3.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Bogotá,1969
745.0,Chile,Ecuador,4.0,1.0,1970-MEXICO,PRELIMINARY-S.America,Santiago,1969
746.0,Venezuela,Colombia,1.0,1.0,1970-MEXICO,PRELIMINARY-S.America,Caracas,1969
747.0,Peru (Perú),Argentina,1.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Lima,1969
748.0,Ecuador,Chile,1.0,1.0,1970-MEXICO,PRELIMINARY-S.America,Guayaquil,1969
749.0,Venezuela,Paraguay,0.0,2.0,1970-MEXICO,PRELIMINARY-S.America,Caracas,1969
750.0,Colombia,Brazil (Brasil),0.0,2.0,1970-MEXICO,PRELIMINARY-S.America,Bogotá,1969
751.0,Bolivia,Peru (Perú),2.0,1.0,1970-MEXICO,PRELIMINARY-S.America,La_Paz,1969
752.0,Venezuela,Brazil (Brasil),0.0,5.0,1970-MEXICO,PRELIMINARY-S.America,Caracas,1969
753.0,Colombia,Paraguay,0.0,1.0,1970-MEXICO,PRELIMINARY-S.America,Bogotá,1969
754.0,Uruguay,Chile,2.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Montevideo,1969
755.0,Peru (Perú),Bolivia,3.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Lima,1969
756.0,Paraguay,Brazil (Brasil),0.0,3.0,1970-MEXICO,PRELIMINARY-S.America,Asunción,1969
757.0,Brazil (Brasil),Colombia,6.0,2.0,1970-MEXICO,PRELIMINARY-S.America,Rio de Janeiro,1969
758.0,Paraguay,Venezuela,1.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Asunción,1969
759.0,Argentina,Bolivia,1.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Buenos Aires,1969
760.0,Paraguay,Colombia,2.0,1.0,1970-MEXICO,PRELIMINARY-S.America,Asunción,1969
761.0,Brazil (Brasil),Venezuela,6.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Rio de Janeiro,1969
762.0,Argentina,Peru (Perú),2.0,2.0,1970-MEXICO,PRELIMINARY-S.America,Buenos Aires,1969
763.0,Brazil (Brasil),Paraguay,1.0,0.0,1970-MEXICO,PRELIMINARY-S.America,Rio de Janeiro,1969
764.0,Poland (Polska),Netherlands (Nederland),2.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Chorzów,1969
765.0,Northern Ireland (Ulster),Soviet Union (СССР),0.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Belfast,1969
766.0,Norway (Norge),France,1.0,3.0,1970-MEXICO,PRELIMINARY-Europe,Oslo,1969
767.0,Nigeria,Sudan (السودان),2.0,2.0,1970-MEXICO,PRELIMINARY-Africa,Ibadan,1969
768.0,Czechoslovakia (Československo),Hungary (Magyarország),3.0,3.0,1970-MEXICO,PRELIMINARY-Europe,Praha,1969
769.0,Haiti (Haïti),El Salvador,1.0,2.0,1970-MEXICO,PRELIMINARY-N/C.America,Port-au-Prince,1969
770.0,Morocco (المغرب),Nigeria,2.0,1.0,1970-MEXICO,PRELIMINARY-Africa,Casablanca,1969
771.0,El Salvador,Haiti (Haïti),0.0,3.0,1970-MEXICO,PRELIMINARY-N/C.America,San_Salvador,1969
772.0,Israel (ישראל),New Zealand (Aotearoa),4.0,0.0,1970-MEXICO,PRELIMINARY-As./O.,Tel Aviv,1969
773.0,New Zealand (Aotearoa),Israel (ישראל),0.0,2.0,1970-MEXICO,PRELIMINARY-As./O.,Tel Aviv,1969
774.0,Sudan (السودان),Nigeria,3.0,3.0,1970-MEXICO,PRELIMINARY-Africa,Khartoum,1969
775.0,Czechoslovakia (Československo),Ireland (Éire),3.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Praha,1969
776.0,El Salvador,Haiti (Haïti),1.0,0.0,1970-MEXICO,PRELIMINARY-N/C.America,Kingston,1969
777.0,Sudan (السودان),Morocco (المغرب),0.0,0.0,1970-MEXICO,PRELIMINARY-Africa,Khartoum,1969
778.0,Japan (日本),Australia,1.0,3.0,1970-MEXICO,PRELIMINARY-As./O.,Seoul,1969
779.0,Romania (România),Portugal,1.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Bucureşti,1969
780.0,Luxembourg (Lëtzebuerg),Poland (Polska),1.0,5.0,1970-MEXICO,PRELIMINARY-Europe,Luxembourg,1969
781.0,South Korea (한국),Japan (日本),2.0,2.0,1970-MEXICO,PRELIMINARY-As./O.,Seoul,1969
782.0,Australia,South Korea (한국),2.0,1.0,1970-MEXICO,PRELIMINARY-As./O.,Seoul,1969
783.0,Greece (Ελλάδα),Switzerland (Schweiz / Suisse),4.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Thessaloníkê,1969
784.0,Ireland (Éire),Denmark (Danmark),1.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Dublin,1969
785.0,Soviet Union (СССР),Turkey (Türkiye),3.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Kiev,1969
786.0,Sweden (Sverige),France,2.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Stockholm,1969
787.0,Spain (España),Finland (Suomi),6.0,0.0,1970-MEXICO,PRELIMINARY-Europe,La_Línea,1969
788.0,Australia,Japan (日本),1.0,1.0,1970-MEXICO,PRELIMINARY-As./O.,Seoul,1969
789.0,Japan (日本),South Korea (한국),0.0,2.0,1970-MEXICO,PRELIMINARY-As./O.,Seoul,1969
790.0,Yugoslavia (Југославија),Belgium (België),4.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Skopje,1969
791.0,South Korea (한국),Australia,1.0,1.0,1970-MEXICO,PRELIMINARY-As./O.,Seoul,1969
792.0,Hungary (Magyarország),Denmark (Danmark),3.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Budapest,1969
793.0,Wales (Cymru),GDR (DDR / Ostdeutschland),1.0,3.0,1970-MEXICO,PRELIMINARY-Europe,Cardiff,1969
794.0,Soviet Union (СССР),Northern Ireland (Ulster),2.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Moskva,1969
795.0,FRG (BRD / Westdeutschland),Scotland,3.0,2.0,1970-MEXICO,PRELIMINARY-Europe,Hamburg,1969
796.0,Netherlands (Nederland),Bulgaria (България),1.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Rotterdam,1969
797.0,Morocco (المغرب),Sudan (السودان),3.0,0.0,1970-MEXICO,PRELIMINARY-Africa,Casablanca,1969
798.0,France,Sweden (Sverige),3.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Paris,1969
799.0,Switzerland (Schweiz / Suisse),Portugal,1.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Bern,1969
800.0,Italy (Italia),Wales (Cymru),4.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Roma,1969
801.0,Hungary (Magyarország),Ireland (Éire),4.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Budapest,1969
802.0,Austria (Österreich),Scotland,2.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Wien,1969
803.0,Nigeria,Morocco (المغرب),2.0,0.0,1970-MEXICO,PRELIMINARY-Africa,Ibadan,1969
804.0,Poland (Polska),Bulgaria (България),3.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Warszawa,1969
805.0,Romania (România),Greece (Ελλάδα),1.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Bucureşti,1969
806.0,Turkey (Türkiye),Soviet Union (СССР),1.0,3.0,1970-MEXICO,PRELIMINARY-Europe,İstanbul,1969
807.0,Italy (Italia),GDR (DDR / Ostdeutschland),3.0,0.0,1970-MEXICO,PRELIMINARY-Europe,Napoli,1969
808.0,Rhodesia,Australia,1.0,1.0,1970-MEXICO,PRELIMINARY-As./O.,Lourenço Marques,1969
809.0,Australia,Rhodesia,0.0,0.0,1970-MEXICO,PRELIMINARY-As./O.,Lourenço Marques,1969
810.0,Australia,Rhodesia,3.0,1.0,1970-MEXICO,PRELIMINARY-As./O.,Lourenço Marques,1969
811.0,Czechoslovakia (Československo),Hungary (Magyarország),4.0,1.0,1970-MEXICO,PRELIMINARY-Europe,Marseille,1969
812.0,Israel (ישראל),Australia,1.0,0.0,1970-MEXICO,PRELIMINARY-As./O.,Tel Aviv,1969
813.0,Luxembourg (Lëtzebuerg),Bulgaria (България),1.0,3.0,1970-MEXICO,PRELIMINARY-Europe,Luxembourg,1969
814.0,Australia,Israel (ישראל),1.0,1.0,1970-MEXICO,PRELIMINARY-As./O.,Sydney,1969
815.0,Soviet Union (СССР),Mexico (México),0.0,0.0,1970-MEXICO,GROUP_STAGE,México D.F,1970
816.0,Uruguay,Israel (ישראל),2.0,0.0,1970-MEXICO,GROUP_STAGE,Puebla,1970
817.0,England,Romania (România),1.0,0.0,1970-MEXICO,GROUP_STAGE,Guadalajara,1970
818.0,Peru (Perú),Bulgaria (България),3.0,2.0,1970-MEXICO,GROUP_STAGE,León,1970
819.0,Belgium (België),El Salvador,3.0,0.0,1970-MEXICO,GROUP_STAGE,México D.F,1970
820.0,Italy (Italia),Sweden (Sverige),1.0,0.0,1970-MEXICO,GROUP_STAGE,Toluca,1970
821.0,Brazil (Brasil),Czechoslovakia (Československo),4.0,1.0,1970-MEXICO,GROUP_STAGE,Guadalajara,1970
822.0,FRG (BRD / Westdeutschland),Morocco (المغرب),2.0,1.0,1970-MEXICO,GROUP_STAGE,León,1970
823.0,Soviet Union (СССР),Belgium (België),4.0,1.0,1970-MEXICO,GROUP_STAGE,México D.F,1970
824.0,Italy (Italia),Uruguay,0.0,0.0,1970-MEXICO,GROUP_STAGE,Puebla,1970
825.0,Romania (România),Czechoslovakia (Československo),2.0,1.0,1970-MEXICO,GROUP_STAGE,Guadalajara,1970
826.0,Peru (Perú),Morocco (المغرب),3.0,0.0,1970-MEXICO,GROUP_STAGE,León,1970
827.0,Mexico (México),El Salvador,4.0,0.0,1970-MEXICO,GROUP_STAGE,México D.F,1970
828.0,Sweden (Sverige),Israel (ישראל),1.0,1.0,1970-MEXICO,GROUP_STAGE,Toluca,1970
829.0,Brazil (Brasil),England,1.0,0.0,1970-MEXICO,GROUP_STAGE,Guadalajara,1970
830.0,FRG (BRD / Westdeutschland),Bulgaria (България),5.0,2.0,1970-MEXICO,GROUP_STAGE,León,1970
831.0,Soviet Union (СССР),El Salvador,2.0,0.0,1970-MEXICO,GROUP_STAGE,México D.F,1970
832.0,Sweden (Sverige),Uruguay,1.0,0.0,1970-MEXICO,GROUP_STAGE,Puebla,1970
833.0,Brazil (Brasil),Romania (România),3.0,2.0,1970-MEXICO,GROUP_STAGE,Guadalajara,1970
834.0,FRG (BRD / Westdeutschland),Peru (Perú),3.0,1.0,1970-MEXICO,GROUP_STAGE,León,1970
835.0,Mexico (México),Belgium (België),1.0,0.0,1970-MEXICO,GROUP_STAGE,México D.F,1970
836.0,Italy (Italia),Israel (ישראל),0.0,0.0,1970-MEXICO,GROUP_STAGE,Toluca,1970
837.0,England,Czechoslovakia (Československo),1.0,0.0,1970-MEXICO,GROUP_STAGE,Guadalajara,1970
838.0,Bulgaria (България),Morocco (المغرب),1.0,1.0,1970-MEXICO,GROUP_STAGE,León,1970
839.0,Uruguay,Soviet Union (СССР),1.0,0.0,1970-MEXICO,1/4_FINAL,México D.F,1970
840.0,Italy (Italia),Mexico (México),4.0,1.0,1970-MEXICO,1/4_FINAL,Toluca,1970
841.0,Brazil (Brasil),Peru (Perú),4.0,2.0,1970-MEXICO,1/4_FINAL,Guadalajara,1970
842.0,FRG (BRD / Westdeutschland),England,3.0,2.0,1970-MEXICO,1/4_FINAL,León,1970
843.0,Brazil (Brasil),Uruguay,3.0,1.0,1970-MEXICO,1/2_FINAL,Guadalajara,1970
844.0,Italy (Italia),FRG (BRD / Westdeutschland),4.0,3.0,1970-MEXICO,1/2_FINAL,México D.F,1970
845.0,FRG (BRD / Westdeutschland),Uruguay,1.0,0.0,1970-MEXICO,PLACES_3&4,México D.F,1970
846.0,Brazil (Brasil),Italy (Italia),4.0,1.0,1970-MEXICO,_FINAL,México D.F,1970
847.0,Malta,Hungary (Magyarország),0.0,2.0,1974-FRG,PRELIMINARY-Europe,Valletta,1971
848.0,Algeria (الجزائر),Guinea (Guinée),1.0,0.0,1974-FRG,PRELIMINARY-Africa,Algiers,1972
849.0,Guinea (Guinée),Algeria (الجزائر),5.0,1.0,1974-FRG,PRELIMINARY-Africa,Conakry,1972
850.0,Portugal,Cyprus (Κύπρος),4.0,0.0,1974-FRG,PRELIMINARY-Europe,Lisboa,1972
851.0,Haiti (Haïti),Puerto Rico,7.0,0.0,1974-FRG,PRELIMINARY-N/C.America,Port-au-Prince,1972
852.0,Puerto Rico,Haiti (Haïti),0.0,5.0,1974-FRG,PRELIMINARY-N/C.America,San_Juan,1972
853.0,Austria (Österreich),Malta,4.0,0.0,1974-FRG,PRELIMINARY-Europe,Wien,1972
854.0,Lesotho,Zambia,0.0,0.0,1974-FRG,PRELIMINARY-Africa,Maseru,1972
855.0,Hungary (Magyarország),Malta,3.0,0.0,1974-FRG,PRELIMINARY-Europe,Budapest,1972
856.0,Cyprus (Κύπρος),Portugal,0.0,1.0,1974-FRG,PRELIMINARY-Europe,Levkosía,1972
857.0,Belgium (België),Iceland (Ísland),4.0,0.0,1974-FRG,PRELIMINARY-Europe,Liège,1972
858.0,Iceland (Ísland),Belgium (België),0.0,4.0,1974-FRG,PRELIMINARY-Europe,Brugge,1972
859.0,Sweden (Sverige),Hungary (Magyarország),0.0,0.0,1974-FRG,PRELIMINARY-Europe,Stockholm,1972
860.0,Zambia,Lesotho,6.0,1.0,1974-FRG,PRELIMINARY-Africa,Ndola,1972
861.0,Togo,Zaire (Zaïre),0.0,0.0,1974-FRG,PRELIMINARY-Africa,Lomé,1972
862.0,Austria (Österreich),Sweden (Sverige),2.0,0.0,1974-FRG,PRELIMINARY-Europe,Wien,1972
863.0,Dahomey,Ghana,0.0,5.0,1974-FRG,PRELIMINARY-Africa,Cotonou,1972
864.0,Zaire (Zaïre),Togo,4.0,0.0,1974-FRG,PRELIMINARY-Africa,Kinshasa,1972
865.0,Finland (Suomi),Albania (Shqipëri),1.0,0.0,1974-FRG,PRELIMINARY-Europe,Helsinki,1972
866.0,Ghana,Dahomey,5.0,1.0,1974-FRG,PRELIMINARY-Africa,Kumasi,1972
867.0,Kenya,Sudan (السودان),2.0,0.0,1974-FRG,PRELIMINARY-Africa,Nairobi,1972
868.0,Sudan (السودان),Kenya,1.0,0.0,1974-FRG,PRELIMINARY-Africa,Khartoum,1972
869.0,Norway (Norge),Iceland (Ísland),4.0,1.0,1974-FRG,PRELIMINARY-Europe,Stavanger,1972
870.0,Nigeria,Congo,2.0,1.0,1974-FRG,PRELIMINARY-Africa,Ibadan,1972
871.0,Congo,Nigeria,1.0,1.0,1974-FRG,PRELIMINARY-Africa,Brazzaville,1972
872.0,Canada,USA,3.0,2.0,1974-FRG,PRELIMINARY-N/C.America,St._Johns,1972
873.0,Canada,Mexico (México),0.0,1.0,1974-FRG,PRELIMINARY-N/C.America,Toronto,1972
874.0,USA,Canada,2.0,2.0,1974-FRG,PRELIMINARY-N/C.America,Baltimore,1972
875.0,Mexico (México),USA,3.0,1.0,1974-FRG,PRELIMINARY-N/C.America,México D.F,1972
876.0,Mexico (México),Canada,2.0,1.0,1974-FRG,PRELIMINARY-N/C.America,México D.F,1972
877.0,USA,Mexico (México),1.0,2.0,1974-FRG,PRELIMINARY-N/C.America,Los Angeles,1972
878.0,Finland (Suomi),Romania (România),1.0,1.0,1974-FRG,PRELIMINARY-Europe,Helsinki,1972
879.0,Norway (Norge),Belgium (België),0.0,2.0,1974-FRG,PRELIMINARY-Europe,Oslo,1972
880.0,Luxembourg (Lëtzebuerg),Italy (Italia),0.0,4.0,1974-FRG,PRELIMINARY-Europe,Luxembourg,1972
881.0,GDR (DDR / Ostdeutschland),Finland (Suomi),5.0,0.0,1974-FRG,PRELIMINARY-Europe,Dresden,1972
882.0,France,Soviet Union (СССР),1.0,0.0,1974-FRG,PRELIMINARY-Europe,Paris,1972
883.0,Austria (Österreich),Hungary (Magyarország),2.0,2.0,1974-FRG,PRELIMINARY-Europe,Wien,1972
884.0,Sweden (Sverige),Malta,7.0,0.0,1974-FRG,PRELIMINARY-Europe,Göteborg,1972
885.0,Sierra Leone,Ivory Coast (Côte d'Ivoire),0.0,1.0,1974-FRG,PRELIMINARY-Africa,Freetown,1972
886.0,Bulgaria (България),Northern Ireland (Ulster),3.0,0.0,1974-FRG,PRELIMINARY-Europe,Sofija,1972
887.0,Denmark (Danmark),Scotland,1.0,4.0,1974-FRG,PRELIMINARY-Europe,København,1972
888.0,Ireland (Éire),Soviet Union (СССР),1.0,2.0,1974-FRG,PRELIMINARY-Europe,Dublin,1972
889.0,Spain (España),Yugoslavia (Југославија),2.0,2.0,1974-FRG,PRELIMINARY-Europe,Las Palmas,1972
890.0,Switzerland (Schweiz / Suisse),Italy (Italia),0.0,0.0,1974-FRG,PRELIMINARY-Europe,Bern,1972
891.0,Luxembourg (Lëtzebuerg),Turkey (Türkiye),2.0,0.0,1974-FRG,PRELIMINARY-Europe,Luxembourg,1972
892.0,Romania (România),Albania (Shqipëri),2.0,0.0,1974-FRG,PRELIMINARY-Europe,Bucureşti,1972
893.0,Ivory Coast (Côte d'Ivoire),Sierra Leone,2.0,0.0,1974-FRG,PRELIMINARY-Africa,Abidjan,1972
894.0,Netherlands (Nederland),Norway (Norge),9.0,0.0,1974-FRG,PRELIMINARY-Europe,Rotterdam,1972
895.0,Trinidad and Tobago,Antigua,11.0,1.0,1974-FRG,PRELIMINARY-N/C.America,Port_of_Spain,1972
896.0,Wales (Cymru),England,0.0,1.0,1974-FRG,PRELIMINARY-Europe,Cardiff,1972
897.0,Scotland,Denmark (Danmark),2.0,0.0,1974-FRG,PRELIMINARY-Europe,Glasgow,1972
898.0,Ireland (Éire),France,2.0,1.0,1974-FRG,PRELIMINARY-Europe,Dublin,1972
899.0,Yugoslavia (Југославија),Greece (Ελλάδα),1.0,0.0,1974-FRG,PRELIMINARY-Europe,Beograd,1972
900.0,Belgium (België),Netherlands (Nederland),0.0,0.0,1974-FRG,PRELIMINARY-Europe,Antwerpen,1972
901.0,Cyprus (Κύπρος),Bulgaria (България),0.0,4.0,1974-FRG,PRELIMINARY-Europe,Lemesós,1972
902.0,Antigua,Trinidad and Tobago,1.0,2.0,1974-FRG,PRELIMINARY-N/C.America,St._Johns,1972
903.0,Morocco (المغرب),Senegal (Sénégal),0.0,0.0,1974-FRG,PRELIMINARY-Africa,Rabat,1972
904.0,Malta,Austria (Österreich),0.0,2.0,1974-FRG,PRELIMINARY-Europe,Valletta,1972
905.0,Tanzania,Ethiopia (ኢትዮጵያ),1.0,1.0,1974-FRG,PRELIMINARY-Africa,Dar es Salaam,1972
906.0,Trinidad and Tobago,Dutch Guyana (Nederlands Guyana),2.0,1.0,1974-FRG,PRELIMINARY-N/C.America,Port_of_Spain,1972
907.0,Dutch Guyana (Nederlands Guyana),Trinidad and Tobago,1.0,1.0,1974-FRG,PRELIMINARY-N/C.America,San_Fernando,1972
908.0,Guatemala,El Salvador,1.0,0.0,1974-FRG,PRELIMINARY-N/C.America,Guatemala,1972
909.0,Honduras,Costa Rica,2.0,1.0,1974-FRG,PRELIMINARY-N/C.America,Tegucigalpa,1972
910.0,Dutch Guyana (Nederlands Guyana),Antigua,6.0,0.0,1974-FRG,PRELIMINARY-N/C.America,St._Johns,1972
911.0,Senegal (Sénégal),Morocco (المغرب),1.0,2.0,1974-FRG,PRELIMINARY-Africa,Dakar,1972
912.0,Ethiopia (ኢትዮጵያ),Tanzania,0.0,0.0,1974-FRG,PRELIMINARY-Africa,Addis Ababa,1972
913.0,Antigua,Dutch Guyana (Nederlands Guyana),1.0,3.0,1974-FRG,PRELIMINARY-N/C.America,St._Johns,1972
914.0,Egypt (مصر),Tunisia (تونس),2.0,1.0,1974-FRG,PRELIMINARY-Africa,Cairo,1972
915.0,Turkey (Türkiye),Luxembourg (Lëtzebuerg),3.0,0.0,1974-FRG,PRELIMINARY-Europe,İstanbul,1972
916.0,El Salvador,Guatemala,0.0,1.0,1974-FRG,PRELIMINARY-N/C.America,San_Salvador,1972
917.0,Costa Rica,Honduras,3.0,3.0,1974-FRG,PRELIMINARY-N/C.America,San_José,1972
918.0,Ethiopia (ኢትዮጵያ),Tanzania,3.0,0.0,1974-FRG,PRELIMINARY-Africa,Addis Ababa,1972
919.0,Mauritius,Kenya,1.0,3.0,1974-FRG,PRELIMINARY-Africa,Curepipe,1972
920.0,Tunisia (تونس),Egypt (مصر),2.0,0.0,1974-FRG,PRELIMINARY-Africa,Tunis,1972
921.0,Kenya,Mauritius,2.0,2.0,1974-FRG,PRELIMINARY-Africa,Nairobi,1972
922.0,Italy (Italia),Turkey (Türkiye),0.0,0.0,1974-FRG,PRELIMINARY-Europe,Napoli,1973
923.0,Greece (Ελλάδα),Spain (España),2.0,3.0,1974-FRG,PRELIMINARY-Europe,Athína,1973
924.0,England,Wales (Cymru),1.0,1.0,1974-FRG,PRELIMINARY-Europe,London,1973
925.0,Cameroon (Cameroun),Zaire (Zaïre),0.0,1.0,1974-FRG,PRELIMINARY-Africa,Douala,1973
926.0,Nigeria,Ghana,0.0,2.0,1974-FRG,PRELIMINARY-Africa,Lagos,1973
927.0,Guinea (Guinée),Morocco (المغرب),1.0,1.0,1974-FRG,PRELIMINARY-Africa,Conakry,1973
928.0,Tunisia (تونس),Ivory Coast (Côte d'Ivoire),1.0,1.0,1974-FRG,PRELIMINARY-Africa,Tunis,1973
929.0,Cyprus (Κύπρος),Northern Ireland (Ulster),1.0,0.0,1974-FRG,PRELIMINARY-Europe,Levkosía,1973
930.0,Spain (España),Greece (Ελλάδα),3.0,1.0,1974-FRG,PRELIMINARY-Europe,Málaga,1973
931.0,Ghana,Nigeria,0.0,0.0,1974-FRG,PRELIMINARY-Africa,Accra,1973
932.0,Turkey (Türkiye),Italy (Italia),0.0,1.0,1974-FRG,PRELIMINARY-Europe,İstanbul,1973
933.0,Morocco (المغرب),Guinea (Guinée),2.0,0.0,1974-FRG,PRELIMINARY-Africa,Tétouan,1973
934.0,Ivory Coast (Côte d'Ivoire),Tunisia (تونس),2.0,1.0,1974-FRG,PRELIMINARY-Africa,Abidjan,1973
935.0,Zaire (Zaïre),Cameroon (Cameroun),0.0,1.0,1974-FRG,PRELIMINARY-Africa,Kinshasa,1973
936.0,Zaire (Zaïre),Cameroon (Cameroun),2.0,0.0,1974-FRG,PRELIMINARY-Africa,Kinshasa,1973
937.0,New Zealand (Aotearoa),Australia,1.0,1.0,1974-FRG,PRELIMINARY-As./O.,Auckland,1973
938.0,Australia,Iraq (العراق),3.0,1.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
939.0,Indonesia,New Zealand (Aotearoa),1.0,1.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
940.0,Australia,Indonesia,2.0,1.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
941.0,Iraq (العراق),New Zealand (Aotearoa),2.0,0.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
942.0,Iraq (العراق),Indonesia,1.0,1.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
943.0,Australia,New Zealand (Aotearoa),3.0,3.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
944.0,Australia,Iraq (العراق),0.0,0.0,1974-FRG,PRELIMINARY-As./O.,Melbourne,1973
945.0,Indonesia,New Zealand (Aotearoa),1.0,0.0,1974-FRG,PRELIMINARY-As./O.,Melbourne,1973
946.0,Iraq (العراق),Indonesia,3.0,2.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
947.0,Australia,Indonesia,6.0,0.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
948.0,Iraq (العراق),New Zealand (Aotearoa),4.0,0.0,1974-FRG,PRELIMINARY-As./O.,Sydney,1973
949.0,Wales (Cymru),Poland (Polska),2.0,0.0,1974-FRG,PRELIMINARY-Europe,Cardiff,1973
950.0,Northern Ireland (Ulster),Portugal,1.0,1.0,1974-FRG,PRELIMINARY-Europe,Coventry,1973
951.0,Italy (Italia),Luxembourg (Lëtzebuerg),5.0,0.0,1974-FRG,PRELIMINARY-Europe,Genova,1973
952.0,Ethiopia (ኢትዮጵያ),Zambia,0.0,0.0,1974-FRG,PRELIMINARY-Africa,Addis Ababa,1973
953.0,Luxembourg (Lëtzebuerg),Switzerland (Schweiz / Suisse),0.0,1.0,1974-FRG,PRELIMINARY-Europe,Luxembourg,1973
954.0,GDR (DDR / Ostdeutschland),Albania (Shqipëri),2.0,0.0,1974-FRG,PRELIMINARY-Europe,Magdeburg,1973
